player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Bryce Salvador,BRYCE.SALVADOR,8460626,1976-02-11,31.0,D,D,L,N.J,20072008,R,8.0,167.23,20.9,34.2,0.0,0.0,0.0,0.0,0.0,4.0,8.0
Bryce Salvador,BRYCE.SALVADOR,8460626,1976-02-11,31.0,D,D,L,STL,20072008,R,56.0,1099.92,19.64,32.36,1.0,4.0,6.0,11.0,29.0,47.0,60.0
Byron Ritchie,BYRON.RITCHIE,8462197,1977-04-24,30.0,C,F,L,VAN,20072008,R,71.0,875.5,12.33,20.17,3.0,7.0,1.0,11.0,73.0,90.0,105.0
Cal Clutterbuck,CAL.CLUTTERBUCK,8473504,1987-11-18,19.0,R,F,R,MIN,20072008,R,2.0,14.17,7.08,11.81,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Cam Barker,CAM.BARKER,8471216,1986-04-04,21.0,D,D,L,CHI,20072008,R,45.0,773.95,17.2,28.21,6.0,5.0,7.0,18.0,42.0,61.0,95.0
Cam Janssen,CAM.JANSSEN,8470123,1984-04-15,23.0,R,F,R,STL,20072008,R,12.0,85.43,7.12,11.74,0.0,1.0,0.0,1.0,9.0,12.0,12.0
Carlo Colaiacovo,CARLO.COLAIACOVO,8469470,1983-01-27,24.0,D,D,L,TOR,20072008,R,28.0,488.15,17.43,28.65,2.0,2.0,2.0,6.0,30.0,38.0,56.0
Casey Borer,CASEY.BORER,8471282,1985-07-28,22.0,D,D,L,CAR,20072008,R,11.0,168.13,15.28,25.3,1.0,1.0,1.0,3.0,5.0,6.0,13.0
Chad Kilger,CHAD.KILGER,8462035,1976-11-27,30.0,L,F,L,TOR,20072008,R,53.0,616.58,11.63,19.09,10.0,5.0,2.0,17.0,74.0,114.0,133.0
Chad Larose,CHAD.LAROSE,8469812,1982-03-27,25.0,C,F,R,CAR,20072008,R,58.0,814.97,14.05,23.25,11.0,10.0,2.0,23.0,117.0,150.0,189.0
Chris Bourque,CHRIS.BOURQUE,8471246,1986-01-29,21.0,L,F,L,WSH,20072008,R,4.0,34.77,8.69,14.39,0.0,0.0,0.0,0.0,4.0,5.0,7.0
Chris Campoli,CHRIS.CAMPOLI,8470329,1984-07-09,23.0,D,D,L,NYI,20072008,R,46.0,881.25,19.16,31.44,4.0,8.0,6.0,18.0,70.0,95.0,132.0
Chris Chelios,CHRIS.CHELIOS,8446053,1962-01-25,45.0,D,D,R,DET,20072008,R,69.0,1170.23,16.96,27.9,3.0,4.0,5.0,12.0,60.0,106.0,157.0
Chris Clark,CHRIS.CLARK,8460567,1976-03-08,31.0,R,F,R,WSH,20072008,R,18.0,304.2,16.9,27.98,5.0,3.0,1.0,9.0,29.0,48.0,59.0
Chris Conner,CHRIS.CONNER,8472368,1983-12-23,23.0,R,F,L,DAL,20072008,R,22.0,263.87,11.99,19.67,3.0,1.0,1.0,5.0,27.0,34.0,38.0
Chris Drury,CHRIS.DRURY,8460562,1976-08-20,31.0,C,F,R,NYR,20072008,R,82.0,1623.77,19.8,32.36,25.0,19.0,14.0,58.0,220.0,293.0,350.0
Chris Gratton,CHRIS.GRATTON,8459425,1975-07-05,32.0,C,F,L,T.B,20072008,R,60.0,762.25,12.7,20.97,10.0,3.0,8.0,21.0,92.0,121.0,146.0
Chris Higgins,CHRIS.HIGGINS,8470274,1983-06-02,24.0,C/L,F,L,MTL,20072008,R,82.0,1471.45,17.94,29.46,27.0,18.0,7.0,52.0,241.0,325.0,399.0
Chris Kelly,CHRIS.KELLY,8467967,1980-11-11,26.0,C,F,L,OTT,20072008,R,75.0,1245.23,16.6,27.35,11.0,12.0,7.0,30.0,124.0,168.0,215.0
Chris Kunitz,CHRIS.KUNITZ,8470543,1979-09-26,27.0,L,F,L,ANA,20072008,R,82.0,1386.18,16.9,27.68,21.0,21.0,8.0,50.0,196.0,262.0,315.0
Chris Minard,CHRIS.MINARD,8470383,1981-11-18,25.0,L,F,L,PIT,20072008,R,15.0,58.15,3.88,6.36,1.0,0.0,1.0,2.0,9.0,12.0,13.0
Chris Neil,CHRIS.NEIL,8467493,1979-06-18,28.0,R,F,R,OTT,20072008,R,68.0,867.55,12.76,21.03,6.0,11.0,3.0,20.0,78.0,117.0,145.0
Chris Phillips,CHRIS.PHILLIPS,8464956,1978-03-09,29.0,D,D,L,OTT,20072008,R,81.0,1820.57,22.48,37.01,5.0,4.0,9.0,18.0,80.0,100.0,164.0
Chris Pronger,CHRIS.PRONGER,8459424,1974-10-10,32.0,D,D,L,ANA,20072008,R,72.0,1871.1,25.99,42.55,12.0,14.0,17.0,43.0,182.0,247.0,355.0
Chris Simon,CHRIS.SIMON,8458031,1972-01-30,35.0,L,F,L,MIN,20072008,R,10.0,77.27,7.73,12.59,0.0,0.0,0.0,0.0,9.0,11.0,12.0
Chris Simon,CHRIS.SIMON,8458031,1972-01-30,35.0,L,F,L,NYI,20072008,R,28.0,195.48,6.98,11.49,1.0,2.0,0.0,3.0,18.0,22.0,31.0
Chris Thorburn,CHRIS.THORBURN,8469501,1983-06-03,24.0,C/R,F,R,ATL,20072008,R,73.0,652.45,8.94,14.61,5.0,6.0,7.0,18.0,72.0,93.0,106.0
Christian Backman,CHRISTIAN.BACKMAN,8467348,1980-04-28,27.0,D,D,L,NYR,20072008,R,18.0,338.65,18.81,30.13,2.0,3.0,3.0,8.0,21.0,31.0,45.0
Christian Backman,CHRISTIAN.BACKMAN,8467348,1980-04-28,27.0,D,D,L,STL,20072008,R,45.0,871.55,19.37,31.89,1.0,2.0,7.0,10.0,30.0,49.0,75.0
Christian Ehrhoff,CHRISTIAN.EHRHOFF,8469555,1982-07-06,25.0,D,D,L,S.J,20072008,R,77.0,1672.97,21.73,35.63,1.0,4.0,17.0,22.0,97.0,183.0,263.0
Christoph Schubert,CHRISTOPH.SCHUBERT,8469575,1982-02-05,25.0,D,D,L,OTT,20072008,R,82.0,1112.55,13.57,22.35,8.0,8.0,8.0,24.0,137.0,182.0,246.0
Chuck Kobasew,CHUCK.KOBASEW,8469467,1982-04-17,25.0,R,F,R,BOS,20072008,R,73.0,1290.33,17.68,28.95,22.0,12.0,5.0,39.0,147.0,178.0,208.0
Clarke MacArthur,CLARKE.MACARTHUR,8470667,1985-04-06,22.0,L,F,L,BUF,20072008,R,37.0,538.83,14.56,23.78,8.0,5.0,2.0,15.0,51.0,66.0,83.0
Claude Giroux,CLAUDE.GIROUX,8473512,1988-01-12,19.0,R,F,R,PHI,20072008,R,2.0,19.15,9.57,15.32,0.0,0.0,0.0,0.0,2.0,3.0,3.0
Clay Wilson,CLAY.WILSON,8472262,1983-04-05,24.0,D,D,L,CBJ,20072008,R,7.0,118.43,16.92,27.87,1.0,1.0,0.0,2.0,12.0,16.0,25.0
Cody Bass,CODY.BASS,8471760,1987-01-07,20.0,C,F,R,OTT,20072008,R,21.0,111.48,5.31,8.79,2.0,2.0,0.0,4.0,12.0,14.0,16.0
Cody McCormick,CODY.MCCORMICK,8469591,1983-04-18,24.0,C,F,R,COL,20072008,R,40.0,438.88,10.97,18.11,2.0,1.0,1.0,4.0,45.0,62.0,83.0
Cody McLeod,CODY.MCLEOD,8471657,1984-06-26,23.0,L,F,L,COL,20072008,R,49.0,496.08,10.12,16.56,4.0,2.0,3.0,9.0,60.0,79.0,82.0
Colby Armstrong,COLBY.ARMSTRONG,8469474,1982-11-23,24.0,R,F,R,ATL,20072008,R,18.0,324.58,18.03,29.49,4.0,5.0,2.0,11.0,29.0,38.0,46.0
Colby Armstrong,COLBY.ARMSTRONG,8469474,1982-11-23,24.0,R,F,R,PIT,20072008,R,54.0,831.6,15.4,25.26,9.0,6.0,9.0,24.0,84.0,116.0,137.0
Colin Fraser,COLIN.FRASER,8470662,1985-01-28,22.0,C,F,L,CHI,20072008,R,5.0,51.55,10.31,17.18,0.0,0.0,0.0,0.0,4.0,4.0,5.0
Colin Stuart,COLIN.STUART,8469582,1982-07-08,25.0,L,F,L,ATL,20072008,R,18.0,221.92,12.33,20.0,3.0,1.0,1.0,5.0,19.0,24.0,27.0
Colin White,COLIN.WHITE,8465005,1977-12-12,29.0,D,D,L,N.J,20072008,R,57.0,1119.87,19.65,32.11,2.0,3.0,5.0,10.0,27.0,47.0,77.0
Colton Orr,COLTON.ORR,8468778,1982-03-03,25.0,R,F,R,NYR,20072008,R,74.0,578.97,7.82,12.8,1.0,1.0,0.0,2.0,24.0,38.0,51.0
Connor James,CONNOR.JAMES,8470295,1982-08-25,25.0,L,F,R,PIT,20072008,R,13.0,96.55,7.43,12.21,1.0,0.0,0.0,1.0,9.0,10.0,15.0
Corey Locke,COREY.LOCKE,8470705,1984-05-08,23.0,C,F,L,MTL,20072008,R,1.0,5.98,5.98,9.45,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Corey Perry,COREY.PERRY,8470621,1985-05-16,22.0,R,F,R,ANA,20072008,R,70.0,1256.52,17.95,29.45,29.0,16.0,9.0,54.0,200.0,285.0,326.0
Cory Murphy,CORY.MURPHY,8473924,1978-02-13,29.0,D,D,R,FLA,20072008,R,47.0,723.4,15.39,25.29,2.0,7.0,8.0,17.0,65.0,94.0,135.0
Cory Sarich,CORY.SARICH,8464981,1978-08-16,29.0,D,D,R,CGY,20072008,R,80.0,1505.5,18.82,31.01,2.0,2.0,3.0,7.0,57.0,97.0,135.0
Cory Stillman,CORY.STILLMAN,8458943,1973-12-20,33.0,L,F,L,CAR,20072008,R,55.0,1093.93,19.89,32.91,21.0,13.0,12.0,46.0,124.0,175.0,221.0
Cory Stillman,CORY.STILLMAN,8458943,1973-12-20,33.0,L,F,L,OTT,20072008,R,24.0,405.7,16.9,27.69,3.0,7.0,9.0,19.0,42.0,60.0,77.0
Craig Adams,CRAIG.ADAMS,8465166,1977-04-26,30.0,R,F,R,CAR,20072008,R,40.0,391.92,9.8,16.19,2.0,1.0,2.0,5.0,31.0,48.0,64.0
Craig Adams,CRAIG.ADAMS,8465166,1977-04-26,30.0,R,F,R,CHI,20072008,R,35.0,417.73,11.94,19.56,2.0,2.0,2.0,6.0,32.0,41.0,46.0
Craig Conroy,CRAIG.CONROY,8455919,1971-09-04,36.0,C,F,R,CGY,20072008,R,79.0,1355.45,17.16,28.27,12.0,8.0,14.0,34.0,116.0,160.0,195.0
Craig MacDonald,CRAIG.MACDONALD,8465041,1977-04-07,30.0,C,F,L,T.B,20072008,R,65.0,706.5,10.87,18.0,2.0,5.0,3.0,10.0,84.0,111.0,135.0
Craig Rivet,CRAIG.RIVET,8459004,1974-09-13,33.0,D,D,R,S.J,20072008,R,74.0,1568.37,21.19,34.76,5.0,12.0,18.0,35.0,105.0,141.0,220.0
Craig Weller,CRAIG.WELLER,8468647,1981-03-17,26.0,R,F,R,ARI,20072008,R,59.0,612.58,10.38,17.04,3.0,3.0,5.0,11.0,72.0,95.0,111.0
Curtis Brown,CURTIS.BROWN,8460534,1976-02-12,31.0,C,F,L,S.J,20072008,R,33.0,356.83,10.81,17.71,5.0,2.0,2.0,9.0,38.0,49.0,60.0
Curtis Glencross,CURTIS.GLENCROSS,8471185,1982-12-28,24.0,L,F,L,CBJ,20072008,R,36.0,436.47,12.12,19.92,6.0,4.0,2.0,12.0,63.0,81.0,99.0
Curtis Glencross,CURTIS.GLENCROSS,8471185,1982-12-28,24.0,L,F,L,EDM,20072008,R,26.0,268.13,10.31,16.87,9.0,1.0,3.0,13.0,41.0,56.0,71.0
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,1978-06-16,29.0,C/R,F,L,N.J,20072008,R,82.0,1287.02,15.7,25.73,13.0,14.0,11.0,38.0,128.0,181.0,237.0
Dallas Drake,DALLAS.DRAKE,8456106,1969-02-04,38.0,R,F,L,DET,20072008,R,65.0,695.48,10.7,17.64,3.0,2.0,1.0,6.0,46.0,63.0,81.0
Dan Boyle,DAN.BOYLE,8467096,1976-07-12,31.0,D,D,R,T.B,20072008,R,37.0,1013.95,27.4,45.4,4.0,11.0,10.0,25.0,74.0,110.0,159.0
Dan Carcillo,DAN.CARCILLO,8470666,1985-01-28,22.0,L,F,L,ARI,20072008,R,57.0,724.32,12.71,20.95,13.0,7.0,4.0,24.0,106.0,149.0,178.0
Dan Fritsche,DAN.FRITSCHE,8470639,1985-07-13,22.0,C,F,R,CBJ,20072008,R,69.0,851.83,12.35,20.29,10.0,9.0,3.0,22.0,109.0,133.0,153.0
Dan Girardi,DAN.GIRARDI,8471958,1984-04-29,23.0,D,D,R,NYR,20072008,R,82.0,1738.37,21.2,34.64,10.0,9.0,9.0,28.0,147.0,203.0,306.0
Dan Hamhuis,DAN.HAMHUIS,8469465,1982-12-13,24.0,D,D,L,NSH,20072008,R,80.0,1818.38,22.73,37.39,4.0,7.0,16.0,27.0,127.0,171.0,264.0
Dan Hinote,DAN.HINOTE,8465175,1977-01-30,30.0,R,F,R,STL,20072008,R,58.0,609.88,10.52,17.29,5.0,3.0,2.0,10.0,42.0,53.0,63.0
Dan Jancevski,DAN.JANCEVSKI,8467939,1981-06-15,26.0,D,D,L,DAL,20072008,R,2.0,18.62,9.31,15.51,0.0,0.0,0.0,0.0,3.0,3.0,3.0
Dan Jancevski,DAN.JANCEVSKI,8467939,1981-06-15,26.0,D,D,L,T.B,20072008,R,2.0,4.75,2.38,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dane Byers,DANE.BYERS,8471261,1986-02-21,21.0,L,F,L,NYR,20072008,R,1.0,5.08,5.08,8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Alfredsson,DANIEL.ALFREDSSON,8460621,1972-12-11,34.0,R,F,R,OTT,20072008,R,70.0,1558.77,22.27,36.63,40.0,28.0,21.0,89.0,217.0,287.0,368.0
Daniel Briere,DANIEL.BRIERE,8464975,1977-10-06,29.0,C,F,R,PHI,20072008,R,79.0,1489.68,18.86,31.0,31.0,26.0,15.0,72.0,182.0,229.0,299.0
Daniel Cleary,DANIEL.CLEARY,8466149,1978-12-18,28.0,R,F,L,DET,20072008,R,63.0,1095.35,17.39,28.57,19.0,12.0,11.0,42.0,176.0,236.0,275.0
Daniel Paille,DANIEL.PAILLE,8470230,1984-04-15,23.0,L,F,L,BUF,20072008,R,76.0,1002.93,13.2,21.59,19.0,11.0,5.0,35.0,110.0,143.0,175.0
Daniel Sedin,DANIEL.SEDIN,8467875,1980-09-26,26.0,L,F,L,VAN,20072008,R,82.0,1560.98,19.04,31.18,29.0,26.0,19.0,74.0,247.0,334.0,403.0
Daniel Winnik,DANIEL.WINNIK,8471476,1985-03-06,22.0,C,F,L,ARI,20072008,R,79.0,1114.1,14.1,23.14,11.0,5.0,10.0,26.0,122.0,152.0,181.0
Danny Richmond,DANNY.RICHMOND,8470624,1984-08-01,23.0,D,D,L,CHI,20072008,R,7.0,65.82,9.4,15.42,0.0,0.0,0.0,0.0,2.0,3.0,5.0
Dany Heatley,DANY.HEATLEY,8468482,1981-01-21,26.0,L/R,F,L,OTT,20072008,R,71.0,1541.95,21.72,35.7,41.0,22.0,19.0,82.0,224.0,308.0,400.0
Darcy Hordichuk,DARCY.HORDICHUK,8468660,1980-08-10,27.0,L,F,L,NSH,20072008,R,45.0,231.75,5.15,8.5,1.0,2.0,0.0,3.0,18.0,27.0,29.0
Darcy Tucker,DARCY.TUCKER,8459574,1975-03-15,32.0,R,F,L,TOR,20072008,R,74.0,1216.6,16.44,27.0,18.0,10.0,6.0,34.0,152.0,222.0,276.0
Darren Haydar,DARREN.HAYDAR,8468121,1979-10-22,27.0,R,F,R,ATL,20072008,R,16.0,188.13,11.76,19.2,1.0,5.0,2.0,8.0,14.0,15.0,26.0
Darren Helm,DARREN.HELM,8471794,1987-01-21,20.0,C,F,L,DET,20072008,R,7.0,49.0,7.0,11.67,0.0,0.0,0.0,0.0,7.0,10.0,10.0
Darren McCarty,DARREN.MCCARTY,8458982,1972-04-01,35.0,R,F,R,DET,20072008,R,3.0,23.33,7.78,12.77,0.0,1.0,0.0,1.0,3.0,3.0,3.0
Darryl Bootland,DARRYL.BOOTLAND,8468732,1981-11-02,25.0,R,F,R,NYI,20072008,R,4.0,18.8,4.7,7.83,0.0,1.0,0.0,1.0,3.0,3.0,4.0
Darryl Boyce,DARRYL.BOYCE,8470986,1984-07-07,23.0,C,F,L,TOR,20072008,R,1.0,3.33,3.33,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darryl Sydor,DARRYL.SYDOR,8458172,1972-05-13,35.0,D,D,L,PIT,20072008,R,74.0,1298.92,17.55,28.87,1.0,5.0,7.0,13.0,59.0,96.0,130.0
Dave Bolland,DAVE.BOLLAND,8471245,1986-06-05,21.0,C,F,R,CHI,20072008,R,39.0,534.97,13.72,22.73,4.0,9.0,4.0,17.0,49.0,62.0,74.0
David Backes,DAVID.BACKES,8470655,1984-05-01,23.0,C/R,F,R,STL,20072008,R,72.0,1056.72,14.68,24.16,13.0,7.0,11.0,31.0,129.0,174.0,205.0
David Booth,DAVID.BOOTH,8471266,1984-11-24,22.0,L,F,L,FLA,20072008,R,73.0,1180.57,16.17,26.55,22.0,11.0,7.0,40.0,228.0,300.0,371.0
David Brine,DAVID.BRINE,8471906,1985-01-06,22.0,C,F,L,FLA,20072008,R,9.0,54.35,6.04,10.03,0.0,0.0,1.0,1.0,3.0,4.0,8.0
David Clarkson,DAVID.CLARKSON,8470920,1984-03-31,23.0,R,F,R,N.J,20072008,R,81.0,974.57,12.03,19.72,9.0,8.0,5.0,22.0,151.0,212.0,243.0
David Hale,DAVID.HALE,8468502,1981-06-18,26.0,D,D,L,CGY,20072008,R,58.0,805.27,13.88,22.86,0.0,0.0,2.0,2.0,35.0,59.0,87.0
David Jones,DAVID.JONES,8470877,1984-08-10,23.0,R,F,R,COL,20072008,R,27.0,306.72,11.36,18.6,2.0,4.0,0.0,6.0,37.0,49.0,60.0
David Koci,DAVID.KOCI,8468626,1981-05-12,26.0,L,F,L,CHI,20072008,R,17.0,58.9,3.46,5.71,0.0,0.0,0.0,0.0,2.0,2.0,3.0
David Krejci,DAVID.KREJCI,8471276,1986-04-28,21.0,C,F,R,BOS,20072008,R,55.0,814.5,14.81,24.2,5.0,15.0,6.0,26.0,71.0,86.0,104.0
David Legwand,DAVID.LEGWAND,8467330,1980-08-17,27.0,C,F,L,NSH,20072008,R,65.0,1170.6,18.01,29.65,15.0,16.0,13.0,44.0,144.0,174.0,207.0
David Moss,DAVID.MOSS,8469664,1981-12-28,25.0,L/R,F,R,CGY,20072008,R,41.0,508.18,12.39,20.45,4.0,5.0,2.0,11.0,60.0,86.0,108.0
David Perron,DAVID.PERRON,8474102,1988-05-28,19.0,L,F,R,STL,20072008,R,62.0,778.12,12.55,20.64,13.0,11.0,3.0,27.0,68.0,98.0,120.0
David Steckel,DAVID.STECKEL,8469483,1982-03-15,25.0,C/L,F,L,WSH,20072008,R,67.0,908.75,13.56,22.32,5.0,5.0,2.0,12.0,66.0,97.0,129.0
David Tanabe,DAVID.TANABE,8467889,1980-07-19,27.0,D,D,R,CAR,20072008,R,18.0,215.57,11.98,19.77,1.0,1.0,1.0,3.0,12.0,16.0,28.0
David Vyborny,DAVID.VYBORNY,8459455,1975-01-22,32.0,R,F,L,CBJ,20072008,R,66.0,1021.33,15.47,25.41,7.0,8.0,11.0,26.0,106.0,127.0,150.0
Daymond Langkow,DAYMOND.LANGKOW,8462036,1976-09-27,30.0,C,F,L,CGY,20072008,R,80.0,1506.25,18.83,31.02,30.0,23.0,12.0,65.0,201.0,271.0,314.0
Dean McAmmond,DEAN.MCAMMOND,8458536,1973-06-15,34.0,L,F,L,OTT,20072008,R,68.0,784.27,11.53,18.99,9.0,8.0,5.0,22.0,67.0,92.0,122.0
Denis Grebeshkov,DENIS.GREBESHKOV,8470268,1983-10-11,23.0,D,D,L,EDM,20072008,R,71.0,1198.3,16.88,27.46,3.0,6.0,9.0,18.0,34.0,60.0,102.0
Denis Tolpeko,DENIS.TOLPEKO,8473635,1985-01-29,22.0,C,F,L,PHI,20072008,R,26.0,215.27,8.28,13.67,1.0,3.0,2.0,6.0,24.0,39.0,50.0
Dennis Seidenberg,DENNIS.SEIDENBERG,8469619,1981-07-18,26.0,D,D,L,CAR,20072008,R,47.0,885.2,18.83,31.2,0.0,7.0,8.0,15.0,80.0,110.0,178.0
Dennis Wideman,DENNIS.WIDEMAN,8469770,1983-03-20,24.0,D,D,R,BOS,20072008,R,80.0,2014.22,25.18,41.25,13.0,10.0,13.0,36.0,170.0,269.0,377.0
Derek Armstrong,DEREK.ARMSTRONG,8459064,1973-04-23,34.0,C,F,R,L.A,20072008,R,77.0,1022.73,13.28,21.89,8.0,18.0,9.0,35.0,118.0,159.0,191.0
Derek Boogaard,DEREK.BOOGAARD,8469647,1982-06-23,25.0,L,F,L,MIN,20072008,R,33.0,130.53,3.96,6.53,0.0,0.0,0.0,0.0,5.0,9.0,10.0
Derek MacKenzie,DEREK.MACKENZIE,8468001,1981-06-11,26.0,C,F,L,CBJ,20072008,R,17.0,132.23,7.78,12.76,2.0,0.0,0.0,2.0,19.0,26.0,29.0
Derek Meech,DEREK.MEECH,8470061,1984-04-21,23.0,D,D,L,DET,20072008,R,32.0,388.48,12.14,20.1,0.0,1.0,2.0,3.0,44.0,58.0,82.0
Derek Morris,DEREK.MORRIS,8464966,1978-08-24,29.0,D,D,R,ARI,20072008,R,82.0,1780.58,21.71,35.64,8.0,12.0,5.0,25.0,135.0,192.0,281.0
Derek Roy,DEREK.ROY,8469485,1983-05-04,24.0,C,F,L,BUF,20072008,R,77.0,1613.73,20.96,34.37,32.0,30.0,18.0,80.0,212.0,284.0,359.0
Derian Hatcher,DERIAN.HATCHER,8456531,1972-06-04,35.0,D,D,L,PHI,20072008,R,44.0,926.97,21.07,34.82,2.0,2.0,3.0,7.0,27.0,35.0,58.0
Derick Brassard,DERICK.BRASSARD,8473544,1987-09-22,19.0,C,F,L,CBJ,20072008,R,17.0,153.9,9.05,14.88,1.0,0.0,1.0,2.0,13.0,17.0,29.0
Devin Setoguchi,DEVIN.SETOGUCHI,8471682,1987-01-01,20.0,R,F,R,S.J,20072008,R,44.0,626.08,14.23,23.24,11.0,6.0,0.0,17.0,105.0,140.0,169.0
Dick Tarnstrom,DICK.TARNSTROM,8460757,1975-01-20,32.0,D,D,L,CBJ,20072008,R,19.0,362.03,19.05,31.26,2.0,0.0,7.0,9.0,22.0,35.0,57.0
Dick Tarnstrom,DICK.TARNSTROM,8460757,1975-01-20,32.0,D,D,L,EDM,20072008,R,29.0,567.88,19.58,32.14,1.0,2.0,2.0,5.0,22.0,39.0,60.0
Dion Phaneuf,DION.PHANEUF,8470602,1985-04-10,22.0,D,D,L,CGY,20072008,R,82.0,2164.97,26.4,43.51,17.0,20.0,23.0,60.0,263.0,372.0,531.0
Dj King,DJ.KING,8470294,1984-06-27,23.0,L,F,L,STL,20072008,R,61.0,341.95,5.61,9.21,3.0,2.0,1.0,6.0,36.0,39.0,45.0
Dmitri Kalinin,DMITRI.KALININ,8467354,1980-07-22,27.0,D,D,L,BUF,20072008,R,46.0,797.65,17.34,28.23,1.0,3.0,4.0,8.0,60.0,85.0,114.0
Dominic Moore,DOMINIC.MOORE,8468575,1980-08-03,27.0,C,F,L,MIN,20072008,R,29.0,349.25,12.04,19.96,1.0,1.0,1.0,3.0,26.0,39.0,56.0
Dominic Moore,DOMINIC.MOORE,8468575,1980-08-03,27.0,C,F,L,TOR,20072008,R,38.0,545.55,14.36,23.63,4.0,5.0,5.0,14.0,72.0,97.0,120.0
Donald Brashear,DONALD.BRASHEAR,8459246,1972-01-07,35.0,L,F,L,WSH,20072008,R,80.0,628.72,7.86,12.92,5.0,2.0,1.0,8.0,59.0,87.0,103.0
Doug Janik,DOUG.JANIK,8467928,1980-03-26,27.0,D,D,L,T.B,20072008,R,61.0,568.93,9.33,15.37,1.0,2.0,1.0,4.0,23.0,36.0,61.0
Doug Weight,DOUG.WEIGHT,8458361,1971-01-21,36.0,C,F,L,ANA,20072008,R,38.0,509.95,13.42,22.08,6.0,5.0,3.0,14.0,49.0,65.0,86.0
Doug Weight,DOUG.WEIGHT,8458361,1971-01-21,36.0,C,F,L,STL,20072008,R,29.0,469.2,16.18,26.78,4.0,5.0,2.0,11.0,47.0,70.0,82.0
Douglas Murray,DOUGLAS.MURRAY,8468114,1980-03-12,27.0,D,D,L,S.J,20072008,R,66.0,1153.08,17.47,28.59,1.0,4.0,5.0,10.0,48.0,76.0,120.0
Drew Fata,DREW.FATA,8469535,1983-07-28,24.0,D,D,L,NYI,20072008,R,5.0,87.53,17.51,28.19,0.0,0.0,1.0,1.0,4.0,7.0,10.0
Drew Larman,DREW.LARMAN,8470970,1985-05-15,22.0,C,F,R,FLA,20072008,R,6.0,35.95,5.99,9.62,0.0,0.0,1.0,1.0,1.0,3.0,4.0
Drew Miller,DREW.MILLER,8470778,1984-02-17,23.0,L,F,L,ANA,20072008,R,26.0,290.93,11.19,18.21,2.0,1.0,2.0,5.0,30.0,42.0,46.0
Drew Stafford,DREW.STAFFORD,8471226,1985-10-30,21.0,R,F,R,BUF,20072008,R,63.0,853.55,13.55,22.18,16.0,13.0,9.0,38.0,103.0,134.0,163.0
Duncan Keith,DUNCAN.KEITH,8470281,1983-07-16,24.0,D,D,L,CHI,20072008,R,81.0,2072.92,25.59,42.12,12.0,14.0,6.0,32.0,148.0,185.0,264.0
Dustin Boyd,DUSTIN.BOYD,8471310,1986-07-16,21.0,C,F,L,CGY,20072008,R,48.0,471.2,9.82,16.15,7.0,4.0,1.0,12.0,46.0,61.0,79.0
Dustin Brown,DUSTIN.BROWN,8470606,1984-11-04,22.0,L,F,R,L.A,20072008,R,78.0,1582.98,20.29,33.42,33.0,17.0,10.0,60.0,219.0,299.0,380.0
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,1985-03-27,22.0,D,D,R,CHI,20072008,R,67.0,1140.95,17.03,28.0,19.0,7.0,10.0,36.0,163.0,226.0,279.0
Dustin Penner,DUSTIN.PENNER,8471208,1982-09-28,24.0,R,F,L,EDM,20072008,R,82.0,1410.68,17.2,28.02,23.0,9.0,15.0,47.0,201.0,281.0,342.0
Duvie Westcott,DUVIE.WESTCOTT,8469442,1977-10-30,29.0,D,D,R,CBJ,20072008,R,23.0,377.68,16.42,27.1,1.0,2.0,1.0,4.0,27.0,38.0,60.0
Ed Jovanovski,ED.JOVANOVSKI,8460492,1976-06-26,31.0,D,D,L,ARI,20072008,R,80.0,1802.72,22.53,37.01,12.0,14.0,25.0,51.0,240.0,317.0,457.0
Enver Lisin,ENVER.LISIN,8471263,1986-04-22,21.0,R,F,L,ARI,20072008,R,13.0,187.92,14.46,23.69,4.0,0.0,1.0,5.0,27.0,51.0,62.0
Eric Belanger,ERIC.BELANGER,8465050,1977-12-16,29.0,C,F,L,MIN,20072008,R,74.0,1275.23,17.23,28.31,13.0,17.0,6.0,36.0,112.0,177.0,226.0
Eric Boulton,ERIC.BOULTON,8460720,1976-08-17,31.0,L,F,L,ATL,20072008,R,74.0,551.27,7.45,12.18,4.0,3.0,2.0,9.0,64.0,84.0,92.0
Eric Brewer,ERIC.BREWER,8466142,1979-04-17,28.0,D,D,L,STL,20072008,R,77.0,1896.33,24.63,40.53,1.0,10.0,11.0,22.0,101.0,151.0,230.0
Eric Fehr,ERIC.FEHR,8470611,1985-09-07,22.0,R,F,R,WSH,20072008,R,23.0,241.83,10.51,17.22,1.0,2.0,3.0,6.0,40.0,58.0,69.0
Eric Godard,ERIC.GODARD,8468252,1980-03-07,27.0,R,F,R,CGY,20072008,R,74.0,348.63,4.71,7.77,1.0,1.0,0.0,2.0,14.0,25.0,31.0
